Tên doanh nghiệp,Tên giao dịch,Mã số thuế,Địa chỉ,Tình trạng hoạt động,Ngày cấp giấy phép,Ngành nghề kinh doanh,Link
CÔNG TY TNHH AVERON TECHNOLOGY,AVERON TECH,111055967,"Tầng 6,Tòa nhà Việt Á, số 9 Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/05/2025,Lập trình máy vi tính,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Averon-Technology-55967.html
CÔNG TY TNHH MTV DUC DINH EDUCATION VIET NAM,,111056015,"Số 97 phố Khúc Thừa Dụ, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/05/2025,Giáo dục khác chưa được phân vào đâu,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-MTV-Duc-Dinh-Education-Viet-Nam-56015.html
CÔNG TY TNHH DỊCH VỤ THÔNG TIN 369 VIỆT NAM,,111055981,"Tầng 6,Tòa nhà Việt Á, số 9 Phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/05/2025,,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dich-Vu-Thong-Tin-369-Viet-Nam-55981.html
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ PCCC PHÚ QUÂN,"PHU QUAN PCCC SERVICES TRADING CO.,LTD",111055999,"SỐ4TỔ6 Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/05/2025,Lắp đặt hệ thống xây dựng khác,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thuong-Mai-Dich-Vu-PCCC-Phu-Quan-55999.html
CÔNG TY TNHH QUÝ PHI WELLNESS,"QUY PHI.,LTD",111056008,"Tầng 9,Toà Nhà HL số 6/82 Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/05/2025,"Bán lẻ thuốc, dụng cụ y tế, mỹ phẩm và vật phẩm vệ sinh trong các cửa hàng chuyên doanh",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Quy-Phi-Wellness-56008.html
CÔNG TY TNHH SUNSINE MEDIA,,111055974,"Tầng 8, Tháp Tây, Tòa nhà Hancorp Plaza, số 72 Đường Trần Đăng Ninh, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/05/2025,Tổ chức giới thiệu và xúc tiến thương mại,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Sunsine-Media-55974.html
CÔNG TY CỔ PHẦN NHÀ KHỎE VIỆT NAM,"HEALTHY HOME., JSC",111055413,"Số nhà 16, ngõ 26, đường Nguyên Hồng, Phường Láng Hạ, Quận Đống đa, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/05/2025,"Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống",https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Nha-Khoe-Viet-Nam-55413.html
CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN SUPERLAND VIỆT NAM,SUPERLAND VIỆT NAM,111056061,"Căn số 15A, tầng 18, tòa G3 Vinhomes Green Bay, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/05/2025,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Bat-Dong-San-Superland-Viet-Nam-56061.html
CÔNG TY TNHH BANANA CARDS,"BANANA CARDS CO., LTD",111055389,"SỐ55, đường Đôn Thư, Xã Kim Thư, Huyện Thanh Oai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,"Bán lẻ máy vi tính, thiết bị ngoại vi, phần mềm và thiết bị viễn thông trong các cửa hàng chuyên doanh",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Banana-Cards-55389.html
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ THU HA SPA,,111054314,"SỐ215 đường Tựu Liệt, Xã Tam Hiệp, Huyện Thanh Trì, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,"Cắt tóc, làm đầu, gội đầu",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thuong-Mai-Va-Dich-Vu-Thu-Ha-Spa-54314.html
CÔNG TY TNHH KHAI THÁC VÀ KINH DOANH KHOÁNG SẢN PHƯƠNG THẢO,,111055438,"Số 5 Thôn 5, Xã Vân Phúc, Huyện Phúc Thọ, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Bán buôn kim loại và quặng kim loại,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Khai-Thac-Va-Kinh-Doanh-Khoang-San-Phuong-Thao-55438.html
CÔNG TY TNHH DƯỢC PHẨM HÀ NỘI PHARMA,,111055011,"Số nhà 75, ngõ 120, phố Dương Văn Bé, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Bán buôn thực phẩm,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Duoc-Pham-Ha-Noi-Pharma-55011.html
CÔNG TY TNHH SX VÀ THƯƠNG MẠI VIỆT HƯNG,,111055357,"Số nhà 34, ngõ 4 xóm Trại, thôn Rùa Hạ 2, Xã Thanh Thùy, Huyện Thanh Oai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Bán buôn kim loại và quặng kim loại,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Sx-Va-Thuong-Mai-Viet-Hung-55357.html
CÔNG TY TNHH ĐẦU TƯ GIÁO DỤC MAPEDU,"MAPEDU CO.,LTD",111054346,"Nhà ở số LK_30, Khu đô thị mới Hạ Đình , Xã Tân Triều, Huyện Thanh Trì, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Dịch vụ hỗ trợ giáo dục,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dau-Tu-Giao-Duc-Mapedu-54346.html
CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI HÓA PHẨM QUANG TRUNG,QUANG TRUNG CHEMICAL,111054360,"SỐ 46 Ngách 18 Ngõ 902 Đường Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,"Sản xuất mỹ phẩm, xà phòng, chất tẩy rửa, làm bóng và chế phẩm vệ sinh",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-San-Xuat-Va-Thuong-Mai-Hoa-Pham-Quang-Trung-54360.html
CÔNG TY TNHH TƯ VẤN VÀ DỊCH VỤ BẤT ĐỘNG SẢN AN GIA PHÁT LAND,,111054385,"Số nhà 109 ngõ 298 đường Ngọc Hồi Thôn Yên Ngưu, Xã Tam Hiệp, Huyện Thanh Trì, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,"Tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Tu-Van-Va-Dich-Vu-Bat-Dong-San-An-Gia-Phat-Land-54385.html
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ AI VIỆT NAM,"AI VTETNAM TECHNOLOGY .,JSC",111054339,"Biệt thự R2.1, khu đô thị Eden Rose, ngõ 908, đường Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Lập trình máy vi tính,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Dau-Tu-Va-Phat-Trien-Cong-Nghe-Ai-Viet-Nam-54339.html
CÔNG TY TNHH THANG MÁY ECOLIFT VIỆT NAM,THANG MÁY ECOLIFT VIỆT NAM,111055364,"Thôn Lam Điền, Xã Lam Điền, Huyện Chương Mỹ, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Lắp đặt hệ thống xây dựng khác,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thang-May-Ecolift-Viet-Nam-55364.html
CÔNG TY CỔ PHẦN THƯƠNG MẠI BĐS GIA ĐÌNH DTK LAND,DTK LAND,111054378,"Số nhà 6, Ngách 69, Ngõ 806 Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,"Tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất",https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Thuong-Mai-BDS-Gia-Dinh-Dtk-Land-54378.html
CÔNG TY TNHH DƯỢC PHẨM MINH KHÔI,"MINH KHOIPHARMA CO.,LTD",111055283,"Tầng 2, Tòa nhà COTANA, Lô CC5A Bán đảo Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,"Bán lẻ thuốc, dụng cụ y tế, mỹ phẩm và vật phẩm vệ sinh trong các cửa hàng chuyên doanh",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Duoc-Pham-Minh-Khoi-55283.html
CÔNG TY CỔ PHẦN DẦU KHÍ CDBK,"CDBK PETRO., JSC",111054272,"Số 6 Dãy 62, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,"Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan",https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Dau-Khi-Cdbk-54272.html
CÔNG TY CỔ PHẦN KHOA HỌC VÀ DỊCH VỤ NÔNG NGHIỆP VTC,"VTC AGRICULTURAL .,JSC",111055371,"Số 185 Ngách 3, Ngõ Đa, Xóm Tiếu, Thôn Hoàng Trung, Xã Hồng Dương, Huyện Thanh Oai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học nông nghiệp,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Khoa-Hoc-Va-Dich-Vu-Nong-Nghiep-Vtc-55371.html
CÔNG TY CỔ PHẦN GIẢI PHÁP DOANH NGHIỆP BIZUP,BIZUP BSC,111054219,"Số 18, Ngách 35/18, đường Đông Ngạc , Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Giáo dục khác chưa được phân vào đâu,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Giai-Phap-Doanh-Nghiep-Bizup-54219.html
CÔNG TY CỔ PHẦN KIẾN TRÚC VÀ NỘI THẤT IKEAVN,"IKEAVN ARCHITECTURE AND INTERIOR ., JSC",111054184,"Phòng 601, Tầng 6 , Tòa nhà Sinh Plaza, số 18-20 đường Đức Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,"Sản xuất gỗ dán, gỗ lạng, ván ép và ván mỏng khác",https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Kien-Truc-Va-Noi-That-Ikeavn-54184.html
CÔNG TY TNHH VIETHERIX,"VIETHERIX CO.,LTD",111054755,"Số nhà 16A, Ngõ 1 Thanh Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Lập trình máy vi tính,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Vietherix-54755.html
CÔNG TY TNHH PHÚC KHÁNH INTERIOR,"PHUC KHANH INTERIOR CO.,LTD",111054723,"Số nhà 9, ngõ 81 đường Làng Dị, Xã Lam Sơn, Huyện Thạch Thất, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Hoạt động thiết kế chuyên dụng,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Phuc-Khanh-Interior-54723.html
CÔNG TY TNHH BOWMAN VIỆT NAM,"BOWMAN VIET NAM CO.,LTD",111054730,"Số 32, Ngõ 65, Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Bán buôn đồ dùng khác cho gia đình,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Bowman-Viet-Nam-54730.html
CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI CƠ KHÍ VẠN XUÂN,,111054748,"Thôn 3,Xã Hạ Bằng, Huyện Thạch Thất, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Gia công cơ khí; xử lý và tráng phủ kim loại,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-San-Xuat-Va-Thuong-Mai-Co-Khi-Van-Xuan-54748.html
CÔNG TY CỔ PHẦN TRUYỀN THÔNG NB MEDIA,"NB MEDIA MEDIA.,JSC",111054226,"Số nhà 2, ngách 5, ngõ 43, đường cổ Nhuế, Phường cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Quảng cáo,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Truyen-Thong-Nb-Media-54226.html
CÔNG TY TNHH KIM KHÍ CỬA VIỆT PHÁT,"DOOR VIET PHAT CO.,LTD",111054762,"Nhà D40-27 khu đô thị Geleximco, Phường Dương Nội, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Sản xuất các cấu kiện kim loại,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Kim-Khi-Cua-Viet-Phat-54762.html
CÔNG TY TNHH GỖ HCH,"HCHW CO.,LTD",111054089,"NV10-CT15 đường Bùi Thiện Ngộ, Phường Giang Biên, Quận Long Biên, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Go-Hch-54089.html
CÔNG TY TNHH XÂY LẮP T&T THÀNH TRUNG,,111054787,"Số 25, Ngách 65/37, Tổ 11, Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Gia công cơ khí; xử lý và tráng phủ kim loại,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Xay-Lap-TT-Thanh-Trung-54787.html
CÔNG TY TNHH YTM,"YTM CO.,LTD",111054392,"Số 67 Đường Trục Thôn, Thôn Thắng Đầu, Xã Hòa Thạch, Huyện Quốc Oai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,"Sản xuất vải dệt kim, vải đan móc và vải không dệt khác",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Ytm-54392.html
CÔNG TY CỔ PHẦN THƯƠNG MẠI TỔNG HỢP CAREPLUS VIỆT NAM,,111054258,"Thôn Liên Trì Đồng Sơn, Xã Tuyết Nghĩa, Huyện Quốc Oai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Bán buôn thực phẩm,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Thuong-Mai-Tong-Hop-Careplus-Viet-Nam-54258.html
CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG THƯƠNG MẠI VÀ PHÁT TRIỂN DƯƠNG QUANG,,111053046,"Số nhà 18 chi cục thủy sản, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Xây dựng nhà để ở,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Dau-Tu-Xay-Dung-Thuong-Mai-Va-Phat-Trien-Duong-Quang-53046.html
CÔNG TY CỔ PHẦN KHAI KHOÁNG DHT,DHT STONE JSC,111054191,"Xóm Nội, Thôn 5 , Xã Cộng Hòa, Huyện Quốc Oai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Khai thác gỗ,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Khai-Khoang-Dht-54191.html
CÔNG TY TNHH BIG SOFT,,111054240,"Số 42B ngõ 4 Hà Trì 1, Phường Hà cầu, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,"Bán buôn thiết bị và linh kiện điện tử, viễn thông",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Big-Soft-54240.html
CÔNG TY TNHH BẠCH MAI GROUPS,,111054353,"Số nhà 147, thôn 4, Xã Thạch Hoà, Huyện Thạch Thất, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,"Hoạt động của các phòng khám đa khoa, chuyên khoa và nha khoa",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Bach-Mai-Groups-54353.html
CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP THÔNG MINH HOAPHATLAND,"HOAPHATLAND SMART CO., LTD",111054233,"Số 3, Ngõ 217 phố Nguyễn Văn Trỗi, Tổ 6 Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Xây dựng nhà để ở,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Trach-Nhiem-Huu-Han-Giai-Phap-Thong-Minh-Hoaphatland-54233.html
CÔNG TY CỔ PHẦN NHÂN LỰC VÀ ĐẦU TƯ HỢP TÁC QUỐC TẾ THIÊN MÃ,"THIEN MA INTERNATIONAL.,JSC",111054642,"Tầng 5,Tòa Nhà Ngôi Sao, SỐ15 Phố Nguyễn Cảnh Dị, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),17/05/2025,Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Nhan-Luc-Va-Dau-Tu-Hop-Tac-Quoc-Te-Thien-Ma-54642.html
CÔNG TY CỔ PHẦN CLEVER DIGITAL,"CLEVER DIGITAL.,JSC",111052860,"Số nhà 29 Ngõ 1H Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống đa, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),16/05/2025,Xuất bản phần mềm,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Clever-Digital-52860.html
CÔNG TY TNHH XÂY DỰNG PHÚ QUANG THỊNH,"PHU QUANG THINH CO., LTD",111053014,"Số nhà 10, Khu tái định cư Đông Trù, Thôn Đông Trù, Xã Đông Hôi, Huyện Đông Anh, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),16/05/2025,Xây dựng nhà để ở,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Xay-Dung-Phu-Quang-Thinh-53014.html
CÔNG TY CỔ PHẦN THU HOA SỮA,"THU HOA MILK ., JSC",111052966,"Khu Cầu Đen, Thôn Thạch Lỗi, Xã Thanh Xuân, Huyện Sóc Sơn, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),16/05/2025,Bán buôn thực phẩm,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Thu-Hoa-Sua-52966.html
CÔNG TY TNHH KINH DOANH THÉP PHẾ LIỆU VIỆT CƯỜNG DHC,,111052606,"Thôn 3, Xã Song Phương, Huyện Hoài Đức, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),15/05/2025,"Sản xuất sắt, thép, gang",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Kinh-Doanh-Thep-Phe-Lieu-Viet-Cuong-Dhc-52606.html
CÔNG TY TNHH METZ USA MEDICAL,,111052839,"C.TT8-12, dự án đầu tư xây dựng khu c, khu đô thị kiểu mới Kiến Hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),15/05/2025,Bán buôn đồ dùng khác cho gia đình,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Metz-Usa-Medical-52839.html
CÔNG TY TNHH BAO BÌ V-TECH,"V-TECH PACKAGING CO., LTD",111052596,"Số 29-D49, Khu Đô Thị Geleximco, Đường Lê Trọng Tấn, Xã La Phù, Huyện Hoài Đức, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),15/05/2025,"Sản xuất giấy nhăn, bìa nhăn, bao bì từ giấy và bìa",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Bao-Bi-V-Tech-52596.html
CÔNG TY TNHH NÔNG SẢN JAPO,"JAPO CO., LTD",111051465,"Số nhà 36, ngõ 9, Đường cầu Đầm, Thôn Đồng Phú, Xã Dương Liễu, Huyện Hoài Đức, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),15/05/2025,Bán buôn thực phẩm,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Nong-San-Japo-51465.html
CÔNG TY TNHH CHUYỂN PHÁT NHANH QUỐC TẾ QTN,,111052081,"Số 26 ngõ 2 khu TDC Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),15/05/2025,Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Chuyen-Phat-Nhanh-Quoc-Te-Qtn-52081.html
CÔNG TY CỔ PHẦN ASA VN GROUP,,111051592,"Tầng 2, nhà T5-OF-03, khu đô thị Vinhomes Times City, số 458 đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),15/05/2025,Bán buôn chuyên doanh khác chưa được phân vào đâu,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Asa-VN-Group-51592.html
CÔNG TY TNHH TRUYỀN THÔNG VÀ SỰ KIỆN VIBE,"VIBE MEDIA & EVENT CO., LTD",111051433,"Số 7 Hẻm 129 ngách 2 ngõ 29 Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),15/05/2025,Tổ chức giới thiệu và xúc tiến thương mại,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Truyen-Thong-Va-Su-Kien-Vibe-51433.html
CÔNG TY CỔ PHẦN THỰC PHẨM VIỆT TÍN HÀ NỘI,"VIET TIN FOOD HANOI .,JSC",111051779,"Số nhà 15, Ngõ 323/83, Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),15/05/2025,Bán buôn thực phẩm,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Thuc-Pham-Viet-Tin-Ha-Noi-51779.html
CÔNG TY TNHH PRINTBLUR VIỆT NAM,"PRINTBLUR VIET NAM CO.,LTD",111051426,"Tầng 3, Tòa 24T3 Thanh Xuân Complex, số 6 Lê Văn Thiêm, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),15/05/2025,Lập trình máy vi tính,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Printblur-Viet-Nam-51426.html
CÔNG TY TNHH TM&DV VINPRO,,111050937,"Thôn Xuân Tàng, Xã Bắc Phú, Huyện Sóc Sơn, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),14/05/2025,"Bán lẻ máy vi tính, thiết bị ngoại vi, phần mềm và thiết bị viễn thông trong các cửa hàng chuyên doanh",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-TmDv-Vinpro-50937.html
CÔNG TY TNHH THÉP VÀ THIẾT BỊ CÔNG NGHIỆP INSTEEL VIỆT NAM,"INSTEEL VTETNAM STEEL AND INDUSTRIAL EQUIPMENT CO., LTD",111050214,"Căn hộ 104 Nhà A2 Khu tập thể trường THPT Nguyễn Thị Minh Khai, Phố Phúc Minh, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),14/05/2025,Bán buôn kim loại và quặng kim loại,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thep-Va-Thiet-Bi-Cong-Nghiep-Insteel-Viet-Nam-50214.html
CÔNG TY TNHH GIÁO DỤC VÀ TRI THỨC ÁNH DƯƠNG,,111050077,"Số 6, Ngõ 65 Đường Chùa Bụt Mọc, TDP 16, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),14/05/2025,Giáo dục khác chưa được phân vào đâu,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Giao-Duc-Va-Tri-Thuc-Anh-Duong-50077.html
CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN HẠ TẦNG SAO MAI,,111050197,"Số 9, phố Đặng Thùy Trâm, Phường cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),14/05/2025,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dau-Tu-Phat-Trien-Ha-Tang-Sao-Mai-50197.html
CÔNG TY TNHH KINH DOANH XE MÁY XE ĐIỆN HẢI ĐĂNG,"HAI DANG ELECTRIC VEHICLES MOTORBIKE BUSINESS CO.,LTD",111050091,"Số 440 Phố Chùa Thông, Phường Sơn Lộc, Thị Xã Sơn Tây, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),14/05/2025,,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Kinh-Doanh-Xe-May-Xe-Dien-Hai-Dang-50091.html
